"EstacaoAno"	"Regiao"	"PhChuva"	"MediaUmidadeAr_%"	"Temperatura_C"	"Temperatura_CAT"	"Localidade"	"VolumeChuva_mm/h"	"IntensidadeVento_km/h"	"IntensidadeVento_CAT"	"AlertaDefesaCivil"	"PhChuva_Cat"	"IntensidadeChuva"	"NumeroVitimas"
"Primavera"	"Norte"	10	14.49971528359322	-8	"Baixa"	"Rural"	12	27	"Forte"	"NaoAtivou"	"Base"	"Moderada"	172
"Outono"	"Sudeste"	2	32.622890984657275	17	"Mediana"	"Urbana"	1	93	"Massivo"	"Ativou"	"Acida"	"Moderada"	572
"Primavera"	"Nordeste"	8	65.93580770089912	8	"Mediana"	"Rural"	25	35	"Forte"	"NaoAtivou"	"Base"	"Moderada"	173
"Primavera"	"Norte"	10	19.272680541541085	-4	"Baixa"	"Urbana"	13	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	128
"Outono"	"Norte"	12	17.75762020857417	-3	"Baixa"	"Rural"	12	108	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	50
"Primavera"	"Centro-Oeste"	5	40.04066329745965	26	"Alta"	"Urbana"	11	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	128
"Verao"	"Centro-Oeste"	4	40.95369146351622	20	"Mediana"	"Urbana"	11	8	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	121
"Verao"	"Centro-Oeste"	4	43.94807173531665	28	"Alta"	"Urbana"	11	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	101
"Verao"	"Sudeste"	2	25.88182450086037	15	"Mediana"	"Urbana"	29	91	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	93
"Inverno"	"Centro-Oeste"	5	41.46454653872808	20	"Mediana"	"Urbana"	11	18	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	140
"Primavera"	"Norte"	10	14.256241541287004	-15	"Baixa"	"Urbana"	13	7	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	132
"Inverno"	"Centro-Oeste"	6	41.969206588480844	21	"Alta"	"Rural"	10	6	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	164
"Inverno"	"Centro-Oeste"	5	41.593108048558975	20	"Mediana"	"Urbana"	10	116	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	134
"Verao"	"Norte"	13	18.829992093199298	-12	"Baixa"	"Rural"	12	21	"Forte"	"NaoAtivou"	"Base"	"Moderada"	174
"Inverno"	"Centro-Oeste"	5	43.5321450078519	25	"Alta"	"Urbana"	10	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	178
"Inverno"	"Norte"	9	16.543131688207886	-3	"Baixa"	"Rural"	12	101	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	120
"Primavera"	"Sudeste"	3	31.33643772078399	19	"Mediana"	"Rural"	22	94	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	93
"Verao"	"Centro-Oeste"	6	40.03108897518236	20	"Mediana"	"Urbana"	11	9	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	136
"Outono"	"Centro-Oeste"	13	44.14154324808063	27	"Alta"	"Urbana"	10	106	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	124
"Primavera"	"Centro-Oeste"	4	41.69044046467705	20	"Mediana"	"Urbana"	11	13	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	171
"Verao"	"Sudeste"	3	25.06393479713652	16	"Mediana"	"Urbana"	2	98	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	110
"Verao"	"Centro-Oeste"	5	44.60313097017736	20	"Mediana"	"Rural"	11	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	134
"Verao"	"Norte"	1	11.404981155273346	-5	"Baixa"	"Rural"	12	19	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	171
"Inverno"	"Norte"	9	19.462292470733168	-5	"Baixa"	"Rural"	13	18	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	171
"Verao"	"Sul"	2	2.9471158649277456	30	"Alta"	"Rural"	20	93	"Massivo"	"Ativou"	"Acida"	"Moderada"	565
"Verao"	"Nordeste"	6	65.69212246298473	9	"Mediana"	"Urbana"	29	34	"Forte"	"NaoAtivou"	"Acida"	"Forte"	225
"Verao"	"Centro-Oeste"	4	40.946093157238934	25	"Alta"	"Urbana"	10	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	123
"Verao"	"Nordeste"	6	66.76275437921473	0	"Baixa"	"Urbana"	26	22	"Forte"	"NaoAtivou"	"Acida"	"Forte"	174
"Verao"	"Sudeste"	4	30.784603983309005	15	"Mediana"	"Rural"	29	70	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	133
"Inverno"	"Norte"	12	15.959286493123667	23	"Alta"	"Urbana"	12	4	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	150
"Primavera"	"Centro-Oeste"	4	43.499240958897765	28	"Alta"	"Rural"	10	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	112
"Inverno"	"Centro-Oeste"	5	40.04352956207448	24	"Alta"	"Urbana"	11	1	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	101
"Primavera"	"Sul"	1	3.9062730672160564	29	"Alta"	"Rural"	23	90	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	53
"Verao"	"Centro-Oeste"	11	43.520063302383164	28	"Alta"	"Urbana"	11	17	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	179
"Verao"	"Centro-Oeste"	5	43.166855265047104	28	"Alta"	"Urbana"	11	19	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	138
"Outono"	"Norte"	10	14.211353770961075	-9	"Baixa"	"Urbana"	13	6	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	172
"Primavera"	"Centro-Oeste"	6	42.69195564625374	22	"Alta"	"Rural"	10	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	121
"Outono"	"Sul"	1	2.1486834491162927	30	"Alta"	"Rural"	22	108	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	135
"Verao"	"Centro-Oeste"	13	41.233110925916655	25	"Alta"	"Urbana"	11	10	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	134
"Verao"	"Sul"	0	4.190072717316531	33	"Alta"	"Urbana"	23	93	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	120
"Inverno"	"Norte"	13	11.274752158143395	30	"Alta"	"Rural"	12	6	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	130
"Outono"	"Nordeste"	8	60.42153867133965	1	"Mediana"	"Urbana"	25	17	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	169
"Inverno"	"Sul"	2	3.237477577067936	32	"Alta"	"Urbana"	21	108	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	72
"Outono"	"Nordeste"	7	68.85300200891194	0	"Baixa"	"Urbana"	25	16	"Moderado"	"NaoAtivou"	"Neutra"	"Moderada"	170
"Primavera"	"Centro-Oeste"	4	41.79496418894743	21	"Alta"	"Rural"	11	2	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	140
"Primavera"	"Sul"	15	1.7012734128776987	32	"Alta"	"Rural"	20	93	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	106
"Primavera"	"Centro-Oeste"	6	44.626991025819116	24	"Alta"	"Rural"	10	106	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	117
"Primavera"	"Norte"	11	12.267378540481637	28	"Alta"	"Rural"	12	116	"Massivo"	"Ativou"	"Base"	"Moderada"	562
"Outono"	"Sudeste"	2	34.330419917368786	16	"Mediana"	"Urbana"	26	71	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	120
"Primavera"	"Nordeste"	8	64.94456875734683	7	"Mediana"	"Rural"	29	17	"Moderado"	"NaoAtivou"	"Base"	"Forte"	125
"Primavera"	"Sudeste"	4	26.549958564828135	17	"Mediana"	"Rural"	27	85	"Massivo"	"Ativou"	"Acida"	"Forte"	575
"Outono"	"Centro-Oeste"	4	43.90848509903773	21	"Alta"	"Urbana"	11	5	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	144
"Inverno"	"Nordeste"	8	67.9903424289105	6	"Mediana"	"Urbana"	26	33	"Forte"	"NaoAtivou"	"Base"	"Forte"	205
"Verao"	"Nordeste"	7	68.73519035312776	0	"Baixa"	"Urbana"	28	2	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	170
"Primavera"	"Centro-Oeste"	5	42.87300602462219	25	"Alta"	"Rural"	11	118	"Furacao"	"NaoAtivou"	"Acida"	"Moderada"	441
"Outono"	"Norte"	9	18.41845109127511	22	"Alta"	"Urbana"	24	112	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	149
"Primavera"	"Sul"	2	2.7266688997136104	29	"Alta"	"Rural"	22	90	"Massivo"	"Ativou"	"Acida"	"Moderada"	519
"Outono"	"Sudeste"	4	25.50825853161473	15	"Mediana"	"Urbana"	28	96	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	138
"Outono"	"Norte"	13	13.512234566473415	-12	"Baixa"	"Rural"	24	12	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	103
"Primavera"	"Sul"	1	2.047608359673986	25	"Alta"	"Urbana"	23	112	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	136
"Primavera"	"Sul"	2	3.726534513993066	33	"Alta"	"Rural"	23	11	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	127
"Primavera"	"Centro-Oeste"	5	43.71304940599623	26	"Alta"	"Rural"	11	13	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	132
"Verao"	"Sul"	0	1.1709203422612147	33	"Alta"	"Urbana"	24	104	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	68
"Outono"	"Sul"	2	3.726671848230323	31	"Alta"	"Rural"	21	108	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	141
"Primavera"	"Nordeste"	7	67.69379471528501	2	"Mediana"	"Urbana"	28	10	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	176
"Inverno"	"Sudeste"	2	31.83700568553307	17	"Mediana"	"Urbana"	2	75	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	132
"Outono"	"Nordeste"	8	62.98260969291259	4	"Mediana"	"Urbana"	25	15	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	149
"Verao"	"Nordeste"	8	67.67359021393914	7	"Mediana"	"Urbana"	26	15	"Moderado"	"NaoAtivou"	"Base"	"Forte"	142
"Verao"	"Norte"	12	10.492873877563056	-10	"Baixa"	"Urbana"	13	28	"Forte"	"NaoAtivou"	"Base"	"Moderada"	216
"Verao"	"Sudeste"	4	27.35565063834921	18	"Mediana"	"Rural"	6	84	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	106
"Primavera"	"Sudeste"	3	28.070151171596336	19	"Mediana"	"Urbana"	25	86	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	73
"Verao"	"Centro-Oeste"	4	44.06975515206665	23	"Alta"	"Urbana"	11	19	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	122
"Inverno"	"Norte"	10	12.048410486569496	22	"Alta"	"Rural"	12	5	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	163
"Outono"	"Norte"	11	17.021644782074077	-3	"Baixa"	"Urbana"	13	104	"Massivo"	"Ativou"	"Base"	"Moderada"	590
"Primavera"	"Norte"	9	14.991972848586618	-8	"Baixa"	"Rural"	13	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	122
"Outono"	"Norte"	12	12.322454139223515	-13	"Baixa"	"Rural"	25	9	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	115
"Primavera"	"Centro-Oeste"	4	40.55782003301976	26	"Alta"	"Rural"	11	2	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	152
"Verao"	"Sudeste"	2	33.77615804834191	18	"Mediana"	"Rural"	27	83	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	85
"Primavera"	"Norte"	9	12.024333422426757	-13	"Baixa"	"Urbana"	13	6	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	120
"Outono"	"Nordeste"	8	63.3190790114993	5	"Mediana"	"Urbana"	29	24	"Forte"	"NaoAtivou"	"Base"	"Forte"	174
"Verao"	"Centro-Oeste"	4	43.95806769735232	23	"Alta"	"Urbana"	10	1	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	173
"Verao"	"Nordeste"	8	61.408359634014595	9	"Mediana"	"Urbana"	25	29	"Forte"	"NaoAtivou"	"Base"	"Moderada"	234
"Outono"	"Nordeste"	7	69.36485976309123	4	"Mediana"	"Urbana"	29	17	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	108
"Verao"	"Centro-Oeste"	4	41.1989251053932	22	"Alta"	"Urbana"	11	7	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	132
"Primavera"	"Sudeste"	3	33.263819720295345	16	"Mediana"	"Rural"	28	81	"Massivo"	"Ativou"	"Acida"	"Forte"	511
"Verao"	"Norte"	11	12.173383803615653	-8	"Baixa"	"Rural"	13	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	172
"Outono"	"Nordeste"	7	61.322877919865434	5	"Mediana"	"Urbana"	26	36	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	151
"Verao"	"Norte"	13	16.895211541473486	-8	"Baixa"	"Rural"	12	7	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	106
"Verao"	"Centro-Oeste"	5	44.08031392742233	25	"Alta"	"Urbana"	11	12	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	139
"Inverno"	"Norte"	10	18.61079037475004	-6	"Baixa"	"Rural"	24	6	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	102
"Outono"	"Sudeste"	2	28.647815372451745	18	"Mediana"	"Urbana"	6	77	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	137
"Verao"	"Norte"	13	19.75836971241812	-12	"Baixa"	"Rural"	12	16	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	175
"Primavera"	"Sul"	2	3.924433718412973	27	"Alta"	"Rural"	24	119	"Furacao"	"NaoAtivou"	"Acida"	"Moderada"	478
"Verao"	"Centro-Oeste"	5	40.53469505495935	24	"Alta"	"Urbana"	11	7	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	111
"Inverno"	"Centro-Oeste"	6	40.075149442247415	21	"Alta"	"Rural"	10	12	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	123
"Inverno"	"Nordeste"	8	67.62668563594718	2	"Mediana"	"Urbana"	26	36	"Forte"	"NaoAtivou"	"Base"	"Forte"	233
"Outono"	"Sul"	14	1.0769126066432602	26	"Alta"	"Rural"	23	102	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	139
"Verao"	"Norte"	9	10.060554262704596	30	"Alta"	"Urbana"	12	21	"Forte"	"NaoAtivou"	"Base"	"Moderada"	158
"Primavera"	"Sudeste"	4	27.55954272188428	19	"Mediana"	"Rural"	1	74	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	123
"Verao"	"Sudeste"	2	27.180982688803248	15	"Mediana"	"Rural"	5	89	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	131
"Primavera"	"Norte"	9	10.106444431319371	-8	"Baixa"	"Urbana"	25	4	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	105
"Outono"	"Norte"	10	16.573847232607925	32	"Alta"	"Rural"	12	21	"Forte"	"NaoAtivou"	"Base"	"Moderada"	189
"Inverno"	"Nordeste"	7	60.01897872966228	3	"Mediana"	"Urbana"	26	35	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	230
"Verao"	"Norte"	13	12.877364355789995	-11	"Baixa"	"Urbana"	13	4	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	111
"Inverno"	"Nordeste"	7	66.16343758544721	5	"Mediana"	"Rural"	28	10	"Moderado"	"NaoAtivou"	"Neutra"	"Forte"	151
"Primavera"	"Norte"	11	14.979690170469077	20	"Mediana"	"Rural"	13	27	"Forte"	"NaoAtivou"	"Base"	"Moderada"	181
"Inverno"	"Sudeste"	4	26.446378225197122	16	"Mediana"	"Urbana"	6	75	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	125
"Verao"	"Norte"	12	13.256821977031358	-14	"Baixa"	"Urbana"	12	3	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	139
"Primavera"	"Centro-Oeste"	6	44.31864731796066	20	"Mediana"	"Rural"	10	102	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	142
"Outono"	"Norte"	9	13.581215936561453	-8	"Baixa"	"Urbana"	24	12	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	150
"Verao"	"Sudeste"	3	34.77323067651916	16	"Mediana"	"Urbana"	7	80	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	135
"Verao"	"Centro-Oeste"	11	40.308581722628	24	"Alta"	"Urbana"	11	18	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	130
"Outono"	"Norte"	10	18.36526513840777	25	"Alta"	"Urbana"	12	24	"Forte"	"NaoAtivou"	"Base"	"Moderada"	234
"Verao"	"Sul"	2	4.912477273309347	31	"Alta"	"Urbana"	24	109	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	106
"Primavera"	"Nordeste"	8	61.24532084847848	0	"Baixa"	"Urbana"	25	30	"Forte"	"NaoAtivou"	"Base"	"Moderada"	234
"Outono"	"Norte"	13	13.604464938013525	32	"Alta"	"Rural"	12	1	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	105
"Verao"	"Norte"	12	19.92987232485995	-9	"Baixa"	"Urbana"	13	119	"Furacao"	"NaoAtivou"	"Base"	"Moderada"	478
"Inverno"	"Sul"	1	2.0449082331196937	31	"Alta"	"Rural"	23	95	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	87
"Primavera"	"Sul"	2	4.926507940756901	32	"Alta"	"Urbana"	23	109	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	137
"Primavera"	"Sudeste"	3	34.575921953056344	19	"Mediana"	"Rural"	29	81	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	96
"Outono"	"Sul"	2	1.304952402395707	30	"Alta"	"Rural"	23	113	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	67
"Verao"	"Sudeste"	4	28.194079148717616	17	"Mediana"	"Rural"	26	71	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	140
"Outono"	"Sudeste"	3	33.934055886469494	18	"Mediana"	"Urbana"	3	78	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	143
"Inverno"	"Nordeste"	6	60.69626908929563	1	"Mediana"	"Rural"	27	29	"Forte"	"NaoAtivou"	"Acida"	"Forte"	244
"Verao"	"Norte"	10	11.381220536163344	-7	"Baixa"	"Rural"	13	12	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	156
"Outono"	"Centro-Oeste"	5	40.188873426610414	25	"Alta"	"Urbana"	10	14	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	161
"Verao"	"Norte"	13	18.70035197704022	25	"Alta"	"Rural"	13	9	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	146
"Verao"	"Nordeste"	6	62.81672576137271	8	"Mediana"	"Urbana"	28	25	"Forte"	"NaoAtivou"	"Acida"	"Forte"	179
"Outono"	"Nordeste"	8	68.46180725145642	5	"Mediana"	"Urbana"	29	38	"Forte"	"NaoAtivou"	"Base"	"Forte"	195
"Primavera"	"Centro-Oeste"	4	43.25738566122722	28	"Alta"	"Rural"	10	13	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	176
"Inverno"	"Sul"	2	1.7838746610471432	31	"Alta"	"Rural"	20	116	"Massivo"	"Ativou"	"Acida"	"Moderada"	574
"Outono"	"Nordeste"	6	68.21091591923471	1	"Mediana"	"Urbana"	29	13	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	105
"Outono"	"Sul"	2	1.27944331505745	31	"Alta"	"Rural"	23	112	"Massivo"	"Ativou"	"Acida"	"Moderada"	534
"Inverno"	"Nordeste"	6	60.71365496336261	4	"Mediana"	"Urbana"	25	20	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	153
"Inverno"	"Norte"	11	19.650154366817535	-13	"Baixa"	"Rural"	24	1	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	128
"Outono"	"Nordeste"	6	64.98837872444346	8	"Mediana"	"Urbana"	27	9	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	143
"Inverno"	"Sudeste"	2	26.51603141812314	18	"Mediana"	"Urbana"	6	73	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	126
"Verao"	"Nordeste"	8	60.54946768851546	5	"Mediana"	"Urbana"	25	13	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	179
"Verao"	"Nordeste"	7	63.29793758488255	9	"Mediana"	"Urbana"	28	35	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	231
"Inverno"	"Sul"	2	2.5424344975928896	31	"Alta"	"Rural"	22	98	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	101
"Outono"	"Centro-Oeste"	5	42.82693662375014	20	"Mediana"	"Urbana"	11	110	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	66
"Outono"	"Sul"	1	3.160889813215281	30	"Alta"	"Rural"	21	93	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	78
"Outono"	"Norte"	11	10.199408203835327	-7	"Baixa"	"Rural"	12	25	"Forte"	"NaoAtivou"	"Base"	"Moderada"	237
"Verao"	"Nordeste"	8	67.1959643889445	8	"Mediana"	"Urbana"	29	3	"Moderado"	"NaoAtivou"	"Base"	"Forte"	131
"Outono"	"Sul"	2	4.6673853316522536	30	"Alta"	"Rural"	20	117	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	132
"Primavera"	"Centro-Oeste"	4	42.63129489010974	26	"Alta"	"Rural"	10	10	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	124
"Inverno"	"Centro-Oeste"	13	41.75969181737447	21	"Alta"	"Urbana"	10	5	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	141
"Inverno"	"Sudeste"	2	28.882857254855033	19	"Mediana"	"Urbana"	5	98	"Massivo"	"Ativou"	"Acida"	"Moderada"	554
"Inverno"	"Norte"	13	12.646350645082482	-8	"Baixa"	"Urbana"	25	12	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	122
"Inverno"	"Nordeste"	6	66.18411836767305	2	"Mediana"	"Urbana"	26	21	"Forte"	"NaoAtivou"	"Acida"	"Forte"	239
"Outono"	"Centro-Oeste"	6	43.72745445506894	26	"Alta"	"Urbana"	10	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	161
"Outono"	"Sudeste"	3	26.7095427846561	17	"Mediana"	"Urbana"	5	88	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	119
"Primavera"	"Sudeste"	12	30.65451555978678	16	"Mediana"	"Urbana"	8	71	"Muito Forte"	"NaoAtivou"	"Base"	"Moderada"	149
"Outono"	"Sul"	2	2.7721197053500664	32	"Alta"	"Rural"	24	29	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	157
"Verao"	"Nordeste"	6	61.47402322791477	4	"Mediana"	"Urbana"	29	20	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	101
"Primavera"	"Sudeste"	3	32.62334047027178	16	"Mediana"	"Rural"	22	70	"Muito Forte"	"NaoAtivou"	"Acida"	"Moderada"	125
"Inverno"	"Centro-Oeste"	5	41.954497186961156	28	"Alta"	"Urbana"	11	15	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	108
"Verao"	"Nordeste"	7	60.745006185506476	8	"Mediana"	"Urbana"	28	23	"Forte"	"NaoAtivou"	"Neutra"	"Forte"	242
"Inverno"	"Centro-Oeste"	4	44.25570381086354	24	"Alta"	"Urbana"	11	111	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	85
"Outono"	"Centro-Oeste"	4	41.90388963349562	24	"Alta"	"Urbana"	11	17	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	145
"Verao"	"Norte"	0	14.285053413442723	-15	"Baixa"	"Rural"	12	26	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	182
"Inverno"	"Sudeste"	2	33.601060392113354	16	"Mediana"	"Urbana"	7	96	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	99
"Primavera"	"Nordeste"	8	60.50717321018929	1	"Mediana"	"Urbana"	28	8	"Moderado"	"NaoAtivou"	"Base"	"Forte"	139
"Primavera"	"Norte"	12	18.008941314413786	-4	"Baixa"	"Urbana"	13	2	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	160
"Inverno"	"Sul"	13	4.785845293510066	31	"Alta"	"Urbana"	22	113	"Massivo"	"NaoAtivou"	"Base"	"Moderada"	119
"Inverno"	"Norte"	1	19.554303367734114	-8	"Baixa"	"Rural"	12	5	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	165
"Inverno"	"Norte"	9	18.624689294690743	23	"Alta"	"Rural"	12	5	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	158
"Verao"	"Nordeste"	8	67.10098322552805	0	"Baixa"	"Urbana"	26	14	"Moderado"	"NaoAtivou"	"Base"	"Forte"	109
"Primavera"	"Nordeste"	8	61.06696702301526	7	"Mediana"	"Urbana"	25	21	"Forte"	"NaoAtivou"	"Base"	"Moderada"	241
"Primavera"	"Sudeste"	4	33.20698592320417	16	"Mediana"	"Rural"	27	93	"Massivo"	"NaoAtivou"	"Acida"	"Forte"	91
"Primavera"	"Norte"	2	17.433516138052887	-8	"Baixa"	"Urbana"	24	22	"Forte"	"NaoAtivou"	"Acida"	"Moderada"	212
"Verao"	"Sul"	0	4.243311435875071	27	"Alta"	"Urbana"	20	105	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	53
"Verao"	"Sul"	2	2.883312396868658	32	"Alta"	"Urbana"	24	118	"Furacao"	"Ativou"	"Acida"	"Moderada"	586
"Inverno"	"Nordeste"	6	60.419797512431984	5	"Mediana"	"Urbana"	27	8	"Moderado"	"NaoAtivou"	"Acida"	"Forte"	176
"Inverno"	"Centro-Oeste"	6	41.52374405205706	20	"Mediana"	"Urbana"	10	4	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	169
"Inverno"	"Nordeste"	6	69.92046743769947	8	"Mediana"	"Urbana"	29	22	"Forte"	"NaoAtivou"	"Acida"	"Forte"	216
"Primavera"	"Nordeste"	8	67.17890234083931	9	"Mediana"	"Urbana"	25	13	"Moderado"	"NaoAtivou"	"Base"	"Moderada"	146
"Primavera"	"Norte"	1	16.9363258055623	-6	"Baixa"	"Rural"	13	16	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	163
"Primavera"	"Nordeste"	6	63.033022750228895	2	"Mediana"	"Urbana"	25	5	"Moderado"	"NaoAtivou"	"Acida"	"Moderada"	125
"Inverno"	"Nordeste"	8	60.90336986447418	9	"Mediana"	"Urbana"	28	20	"Moderado"	"NaoAtivou"	"Base"	"Forte"	100
"Outono"	"Sudeste"	4	29.383855101322155	15	"Mediana"	"Urbana"	27	76	"Muito Forte"	"NaoAtivou"	"Acida"	"Forte"	138
"Primavera"	"Sudeste"	3	25.936281834974057	17	"Mediana"	"Urbana"	2	87	"Massivo"	"NaoAtivou"	"Acida"	"Muito Forte"	50
"Primavera"	"Norte"	9	14.446961820110927	-13	"Baixa"	"Rural"	25	118	"Furacao"	"NaoAtivou"	"Base"	"Moderada"	483
"Outono"	"Sudeste"	3	27.19876369206986	19	"Mediana"	"Urbana"	9	97	"Massivo"	"NaoAtivou"	"Acida"	"Moderada"	58
